item|part|tier|name|rarity|vaulted
Lex Prime|Receiver|Lith|B5|Common|Yes
Lex Prime|Receiver|Meso|N5|Common|Yes
Lex Prime|Receiver|Axi|N6|Common|Yes
Lex Prime|Receiver|Axi|H2|Common|Yes
Lex Prime|Receiver|Axi|N2|Common|Yes
Lex Prime|Receiver|Lith|M1|Common|Yes
Lex Prime|Receiver|Meso|D2|Common|Yes
Lex Prime|Receiver|Axi|E2|Common|Yes
Limbo Prime|Blueprint|Meso|Z1|Uncommon|Yes
Limbo Prime|Blueprint|Neo|I1|Uncommon|Yes
Limbo Prime|Blueprint|Meso|T3|Uncommon|Yes
Limbo Prime|Blueprint|Neo|M2|Uncommon|Yes
Limbo Prime|Chassis Blueprint|Neo|L1|Rare|Yes
Limbo Prime|Chassis Blueprint|Axi|L5|Rare|Yes
Limbo Prime|Chassis Blueprint|Axi|L3|Rare|Yes
Limbo Prime|Chassis Blueprint|Meso|L1|Rare|Yes
Limbo Prime|Neuroptics Blueprint|Lith|L1|Rare|Yes
Limbo Prime|Neuroptics Blueprint|Axi|L2|Rare|Yes
Limbo Prime|Neuroptics Blueprint|Lith|L2|Rare|Yes
Limbo Prime|Systems Blueprint|Neo|A2|Common|Yes
Limbo Prime|Systems Blueprint|Lith|B3|Common|Yes
Limbo Prime|Systems Blueprint|Meso|N7|Common|Yes
Limbo Prime|Systems Blueprint|Neo|R3|Common|Yes
Limbo Prime|Systems Blueprint|Axi|T3|Common|Yes
Limbo Prime|Systems Blueprint|Neo|C1|Common|Yes
Limbo Prime|Systems Blueprint|Lith|B6|Common|Yes
Loki Prime|Blueprint|Meso|F3|Common|Yes
Loki Prime|Blueprint|Axi|S2|Common|Yes
Loki Prime|Blueprint|Neo|V8|Common|Yes
Loki Prime|Chassis Blueprint|Lith|G2|Uncommon|Yes
Loki Prime|Chassis Blueprint|Lith|O2|Uncommon|Yes
Loki Prime|Neuroptics Blueprint|Meso|O3|Common|Yes
Loki Prime|Neuroptics Blueprint|Neo|E1|Common|Yes
Loki Prime|Systems Blueprint|Axi|L1|Rare|Yes
Loki Prime|Systems Blueprint|Axi|L4|Rare|Yes
Mag Prime|Blueprint|Lith|M2|Rare|Yes
Mag Prime|Blueprint|Meso|M1|Rare|Yes
Mag Prime|Blueprint|Lith|M1|Rare|Yes
Mag Prime|Chassis Blueprint|Meso|B3|Uncommon|Yes
Mag Prime|Chassis Blueprint|Meso|B1|Uncommon|Yes
Mag Prime|Chassis Blueprint|Neo|B3|Uncommon|Yes
Mag Prime|Neuroptics Blueprint|Neo|N9|Common|Yes
Mag Prime|Neuroptics Blueprint|Lith|B1|Common|Yes
Mag Prime|Neuroptics Blueprint|Axi|V2|Common|Yes
Mag Prime|Systems Blueprint|Axi|S4|Common|Yes
Mag Prime|Systems Blueprint|Neo|D1|Common|Yes
Mag Prime|Systems Blueprint|Axi|R1|Common|Yes
Mesa Prime|Blueprint|Lith|D1|Uncommon|No
Mesa Prime|Blueprint|Lith|C6|Uncommon|No
Mesa Prime|Blueprint|Meso|P3|Uncommon|No
Mesa Prime|Blueprint|Neo|Z3|Uncommon|Yes
Mesa Prime|Blueprint|Meso|R2|Uncommon|Yes
Mesa Prime|Blueprint|Neo|Z2|Uncommon|Yes
Mesa Prime|Chassis Blueprint|Neo|A3|Common|No
Mesa Prime|Chassis Blueprint|Neo|R4|Common|No
Mesa Prime|Chassis Blueprint|Lith|S10|Common|No
Mesa Prime|Chassis Blueprint|Neo|C1|Common|Yes
Mesa Prime|Chassis Blueprint|Meso|C4|Common|Yes
Mesa Prime|Chassis Blueprint|Axi|M1|Common|Yes
Mesa Prime|Chassis Blueprint|Axi|H4|Common|Yes
Mesa Prime|Neuroptics Blueprint|Lith|M5|Rare|No
Mesa Prime|Neuroptics Blueprint|Lith|M4|Rare|Yes
Mesa Prime|Neuroptics Blueprint|Lith|M3|Rare|Yes
Mesa Prime|Systems Blueprint|Lith|M6|Rare|No
Mesa Prime|Systems Blueprint|Neo|M3|Rare|No
Mesa Prime|Systems Blueprint|Neo|M2|Rare|Yes
Mirage Prime|Blueprint|Neo|M1|Rare|Yes
Mirage Prime|Blueprint|Meso|M2|Rare|Yes
Mirage Prime|Blueprint|Axi|M1|Rare|Yes
Mirage Prime|Blueprint|Meso|M3|Rare|Yes
Mirage Prime|Chassis Blueprint|Lith|S7|Common|Yes
Mirage Prime|Chassis Blueprint|Meso|K2|Common|Yes
Mirage Prime|Chassis Blueprint|Axi|H4|Common|Yes
Mirage Prime|Chassis Blueprint|Neo|L1|Common|Yes
Mirage Prime|Neuroptics Blueprint|Lith|Z1|Common|Yes
Mirage Prime|Neuroptics Blueprint|Lith|W1|Common|Yes
Mirage Prime|Neuroptics Blueprint|Neo|G1|Common|Yes
Mirage Prime|Neuroptics Blueprint|Neo|S9|Common|Yes
Mirage Prime|Neuroptics Blueprint|Axi|T2|Common|Yes
Mirage Prime|Neuroptics Blueprint|Meso|H1|Common|Yes
Mirage Prime|Systems Blueprint|Neo|S12|Uncommon|Yes
Mirage Prime|Systems Blueprint|Meso|O2|Uncommon|Yes
Mirage Prime|Systems Blueprint|Neo|K2|Uncommon|Yes
Mirage Prime|Systems Blueprint|Neo|V6|Uncommon|Yes
Mirage Prime|Systems Blueprint|Axi|R2|Uncommon|Yes
Nami Skyla Prime|Blade|Neo|N8|Rare|Yes
Nami Skyla Prime|Blade|Axi|N5|Rare|Yes
Nami Skyla Prime|Blade|Neo|N10|Rare|Yes
Nami Skyla Prime|Blueprint|Meso|C3|Common|Yes
Nami Skyla Prime|Blueprint|Axi|V7|Common|Yes
Nami Skyla Prime|Blueprint|Axi|L2|Common|Yes
Nami Skyla Prime|Blueprint|Axi|L3|Common|Yes
Nami Skyla Prime|Blueprint|Lith|Z2|Common|Yes
Nami Skyla Prime|Handle|Lith|H1|Uncommon|Yes
Nami Skyla Prime|Handle|Lith|C2|Uncommon|Yes
Nami Skyla Prime|Handle|Meso|S7|Uncommon|Yes
Nami Skyla Prime|Handle|Meso|D3|Uncommon|Yes
Nekros Prime|Blueprint|Lith|T3|Uncommon|Yes
Nekros Prime|Blueprint|Meso|N3|Rare|Yes
Nekros Prime|Blueprint|Axi|N3|Rare|Yes
Nekros Prime|Blueprint|Lith|N3|Rare|Yes
Nekros Prime|Chassis Blueprint|Meso|K1|Common|Yes
Nekros Prime|Chassis Blueprint|Meso|S3|Common|Yes
Nekros Prime|Chassis Blueprint|Axi|G1|Common|Yes
Nekros Prime|Chassis Blueprint|Neo|Z1|Common|Yes
Nekros Prime|Chassis Blueprint|Lith|N1|Common|Yes
Nekros Prime|Chassis Blueprint|Axi|S6|Common|Yes
Nekros Prime|Chassis Blueprint|Lith|V4|Common|Yes
Nekros Prime|Chassis Blueprint|Axi|N4|Common|Yes
Nekros Prime|Neuroptics Blueprint|Axi|N5|Uncommon|Yes
Nekros Prime|Neuroptics Blueprint|Meso|O4|Uncommon|Yes
Nekros Prime|Neuroptics Blueprint|Meso|F1|Uncommon|Yes
Nekros Prime|Systems Blueprint|Neo|N3|Rare|Yes
Nekros Prime|Systems Blueprint|Neo|N7|Rare|Yes
Nekros Prime|Systems Blueprint|Meso|N5|Rare|Yes
Nekros Prime|Systems Blueprint|Neo|N11|Rare|Yes
Nekros Prime|Systems Blueprint|Lith|N2|Rare|Yes
Nikana Prime|Blade|Meso|N4|Rare|Yes
Nikana Prime|Blade|Neo|S10|Uncommon|Yes
Nikana Prime|Blade|Neo|N4|Rare|Yes
Nikana Prime|Blade|Meso|V2|Rare|Yes
Nikana Prime|Blade|Axi|S5|Uncommon|Yes
Nikana Prime|Blueprint|Axi|N6|Common|Yes
Nikana Prime|Blueprint|Lith|V6|Common|Yes
Nikana Prime|Blueprint|Axi|A1|Rare|Yes
Nikana Prime|Blueprint|Neo|N5|Rare|Yes
Nikana Prime|Blueprint|Neo|S8|Uncommon|Yes
Nikana Prime|Blueprint|Neo|S13|Common|Yes
Nikana Prime|Hilt|Axi|N6|Rare|Yes
Nikana Prime|Hilt|Neo|N6|Rare|Yes
Nikana Prime|Hilt|Axi|N4|Rare|Yes
Nikana Prime|Hilt|Axi|N2|Rare|Yes
Nikana Prime|Hilt|Meso|N8|Rare|Yes
Ninkondi Prime|Blueprint|Meso|K3|Common|No
Ninkondi Prime|Blueprint|Neo|R2|Common|Yes
Ninkondi Prime|Blueprint|Axi|G3|Common|Yes
Ninkondi Prime|Blueprint|Neo|P1|Common|Yes
Ninkondi Prime|Blueprint|Meso|L1|Common|Yes
Ninkondi Prime|Chain|Lith|D1|Uncommon|No
Ninkondi Prime|Chain|Neo|R4|Uncommon|No
Ninkondi Prime|Chain|Axi|P1|Uncommon|Yes
Ninkondi Prime|Chain|Neo|R3|Uncommon|Yes
Ninkondi Prime|Handle|Meso|N10|Rare|No
Ninkondi Prime|Handle|Meso|N9|Rare|No
Ninkondi Prime|Handle|Meso|N7|Rare|Yes
Ninkondi Prime|Handle|Lith|N4|Rare|Yes
Nova Prime|Blueprint|Meso|D5|Uncommon|No
Nova Prime|Blueprint|Neo|N2|Uncommon|Yes
Nova Prime|Blueprint|Axi|S4|Uncommon|Yes
Nova Prime|Chassis Blueprint|Neo|N12|Rare|No
Nova Prime|Chassis Blueprint|Neo|N9|Rare|Yes
Nova Prime|Chassis Blueprint|Neo|V1|Rare|Yes
Nova Prime|Chassis Blueprint|Lith|N1|Rare|Yes
Nova Prime|Neuroptics Blueprint|Lith|K4|Common|No
Nova Prime|Neuroptics Blueprint|Lith|C1|Common|Yes
Nova Prime|Neuroptics Blueprint|Meso|C1|Common|Yes
Nova Prime|Neuroptics Blueprint|Lith|M2|Common|Yes
Nova Prime|Systems Blueprint|Axi|S7|Common|No
Nova Prime|Systems Blueprint|Meso|B3|Common|Yes
Nova Prime|Systems Blueprint|Neo|S2|Common|Yes
Nova Prime|Systems Blueprint|Meso|S1|Common|Yes
Nova Prime|Systems Blueprint|Lith|C1|Common|Yes
Nyx Prime|Blueprint|Lith|S2|Common|Yes
Nyx Prime|Blueprint|Neo|V1|Common|Yes
Nyx Prime|Blueprint|Lith|B4|Common|Yes
Nyx Prime|Chassis Blueprint|Neo|N1|Rare|Yes
Nyx Prime|Chassis Blueprint|Neo|R1|Uncommon|Yes
Nyx Prime|Neuroptics Blueprint|Meso|N6|Rare|Yes
Nyx Prime|Neuroptics Blueprint|Meso|N1|Rare|Yes
Nyx Prime|Systems Blueprint|Axi|S3|Uncommon|Yes
Nyx Prime|Systems Blueprint|Neo|S2|Uncommon|Yes
Oberon Prime|Blueprint|Neo|B5|Uncommon|Yes
Oberon Prime|Blueprint|Meso|N4|Uncommon|Yes
Oberon Prime|Blueprint|Lith|M3|Uncommon|Yes
Oberon Prime|Blueprint|Lith|H2|Uncommon|Yes
Oberon Prime|Blueprint|Meso|H1|Uncommon|Yes
Oberon Prime|Blueprint|Lith|S9|Uncommon|Yes
Oberon Prime|Chassis Blueprint|Axi|H2|Common|Yes
Oberon Prime|Chassis Blueprint|Lith|B5|Common|Yes
Oberon Prime|Chassis Blueprint|Lith|T3|Common|Yes
Oberon Prime|Chassis Blueprint|Axi|N5|Common|Yes
Oberon Prime|Chassis Blueprint|Meso|P1|Common|Yes
Oberon Prime|Chassis Blueprint|Meso|B2|Common|Yes
Oberon Prime|Neuroptics Blueprint|Meso|O4|Rare|Yes
Oberon Prime|Neuroptics Blueprint|Lith|O1|Rare|Yes
Oberon Prime|Neuroptics Blueprint|Meso|O2|Rare|Yes
Oberon Prime|Neuroptics Blueprint|Meso|O1|Rare|Yes
Oberon Prime|Systems Blueprint|Axi|O2|Rare|Yes
Oberon Prime|Systems Blueprint|Neo|N11|Uncommon|Yes
Oberon Prime|Systems Blueprint|Axi|O3|Rare|Yes
Oberon Prime|Systems Blueprint|Axi|O1|Rare|Yes
Oberon Prime|Systems Blueprint|Axi|O4|Rare|Yes
Odonata Prime|Blueprint|Axi|V8|Uncommon|No
Odonata Prime|Blueprint|Lith|F1|Uncommon|Yes
Odonata Prime|Blueprint|Axi|L4|Uncommon|Yes
Odonata Prime|Blueprint|Meso|C2|Uncommon|Yes
Odonata Prime|Blueprint|Meso|S1|Uncommon|Yes
Odonata Prime|Harness Blueprint|Neo|O1|Common|No
Odonata Prime|Harness Blueprint|Axi|K1|Common|Yes
Odonata Prime|Harness Blueprint|Axi|T1|Common|Yes
Odonata Prime|Harness Blueprint|Axi|V4|Common|Yes
Odonata Prime|Harness Blueprint|Neo|V8|Common|Yes
Odonata Prime|Harness Blueprint|Lith|K1|Common|Yes
Odonata Prime|Systems Blueprint|Axi|V8|Common|No
Odonata Prime|Systems Blueprint|Axi|V1|Common|Yes
Odonata Prime|Systems Blueprint|Neo|N3|Common|Yes
Odonata Prime|Systems Blueprint|Lith|F2|Common|Yes
Odonata Prime|Systems Blueprint|Meso|O3|Common|Yes
Odonata Prime|Wings Blueprint|Neo|O1|Rare|No
Odonata Prime|Wings Blueprint|Meso|O3|Rare|Yes
Odonata Prime|Wings Blueprint|Lith|O2|Rare|Yes
Odonata Prime|Wings Blueprint|Axi|N1|Uncommon|Yes
Orthos Prime|Blade|Meso|I1|Uncommon|No
Orthos Prime|Blade|Lith|B2|Uncommon|Yes
Orthos Prime|Blade|Lith|B5|Uncommon|Yes
Orthos Prime|Blade|Lith|B3|Uncommon|Yes
Orthos Prime|Blade|Meso|D1|Uncommon|Yes
Orthos Prime|Blade|Lith|C4|Uncommon|Yes
Orthos Prime|Blueprint|Lith|S10|Uncommon|No
Orthos Prime|Blueprint|Axi|C1|Uncommon|Yes
Orthos Prime|Blueprint|Axi|V3|Uncommon|Yes
Orthos Prime|Blueprint|Axi|M1|Uncommon|Yes
Orthos Prime|Blueprint|Lith|B6|Uncommon|Yes
Orthos Prime|Blueprint|Meso|B1|Uncommon|Yes
Orthos Prime|Blueprint|Lith|H2|Uncommon|Yes
Orthos Prime|Blueprint|Axi|B2|Uncommon|Yes
Orthos Prime|Blueprint|Lith|S8|Uncommon|Yes
Orthos Prime|Handle|Meso|K3|Common|No
Orthos Prime|Handle|Meso|K2|Common|Yes
Orthos Prime|Handle|Axi|A6|Common|Yes
Orthos Prime|Handle|Axi|K2|Common|Yes
Orthos Prime|Handle|Neo|Z1|Common|Yes
Orthos Prime|Handle|Meso|B1|Common|Yes
Orthos Prime|Handle|Meso|D4|Common|Yes
Orthos Prime|Handle|Axi|L2|Common|Yes
Orthos Prime|Handle|Meso|K1|Common|Yes
Orthos Prime|Handle|Lith|A3|Common|Yes
Orthos Prime|Handle|Meso|A1|Common|Yes
Orthos Prime|Handle|Meso|N4|Common|Yes
Orthos Prime|Handle|Meso|D1|Common|Yes
Orthos Prime|Handle|Neo|H1|Common|Yes
Pangolin Prime|Blade|Axi|A11|Uncommon|No
Pangolin Prime|Blade|Axi|G4|Uncommon|Yes
Pangolin Prime|Blueprint|Meso|P3|Rare|No
Pangolin Prime|Blueprint|Neo|P1|Rare|Yes
Pangolin Prime|Handle|Meso|N10|Common|No
Pangolin Prime|Handle|Meso|R3|Common|Yes
Panthera Prime|Barrel|Lith|P3|Rare|No
Panthera Prime|Blueprint|Axi|C5|Common|No
Panthera Prime|Receiver|Meso|P2|Rare|No
Panthera Prime|Stock|Meso|N10|Uncommon|No
Paris Prime|Blueprint|Meso|E4|Common|No
Paris Prime|Blueprint|Meso|S1|Common|Yes
Paris Prime|Blueprint|Lith|H1|Common|Yes
Paris Prime|Blueprint|Lith|S4|Common|Yes
Paris Prime|Blueprint|Lith|F1|Common|Yes
Paris Prime|Blueprint|Axi|V4|Common|Yes
Paris Prime|Blueprint|Axi|K4|Common|Yes
Paris Prime|Blueprint|Neo|Z1|Common|Yes
Paris Prime|Blueprint|Meso|H1|Common|Yes
Paris Prime|Blueprint|Axi|E2|Common|Yes
Paris Prime|Blueprint|Meso|V2|Common|Yes
Paris Prime|Blueprint|Axi|G1|Common|Yes
Paris Prime|Blueprint|Axi|O1|Common|Yes
Paris Prime|Blueprint|Axi|K3|Common|Yes
Paris Prime|Blueprint|Lith|M4|Common|Yes
Paris Prime|Blueprint|Lith|M3|Common|Yes
Paris Prime|Grip|Axi|A10|Uncommon|No
Paris Prime|Grip|Neo|R3|Uncommon|Yes
Paris Prime|Grip|Neo|R2|Uncommon|Yes
Paris Prime|Grip|Meso|S7|Uncommon|Yes
Paris Prime|Grip|Neo|G1|Uncommon|Yes
Paris Prime|Grip|Meso|S2|Uncommon|Yes
Paris Prime|Grip|Lith|S1|Uncommon|Yes
Paris Prime|Grip|Lith|S7|Uncommon|Yes
Paris Prime|Lower Limb|Axi|B4|Common|No
Paris Prime|Lower Limb|Axi|B3|Common|No
Paris Prime|Lower Limb|Lith|C4|Common|Yes
Paris Prime|Lower Limb|Lith|B2|Common|Yes
Paris Prime|Lower Limb|Meso|T3|Common|Yes
Paris Prime|Lower Limb|Neo|S2|Common|Yes
Paris Prime|Lower Limb|Meso|T2|Common|Yes
Paris Prime|Lower Limb|Meso|D2|Common|Yes
Paris Prime|Lower Limb|Meso|F1|Common|Yes
Paris Prime|Lower Limb|Axi|T3|Common|Yes
Paris Prime|Lower Limb|Lith|V3|Common|Yes
Paris Prime|Lower Limb|Neo|P1|Common|Yes
Paris Prime|Lower Limb|Meso|O1|Common|Yes
Paris Prime|Lower Limb|Meso|O2|Common|Yes
Paris Prime|Lower Limb|Lith|V2|Common|Yes
Paris Prime|Lower Limb|Lith|V1|Common|Yes
Paris Prime|String|Meso|N9|Common|No
Paris Prime|String|Neo|B1|Common|Yes
Paris Prime|String|Neo|N4|Common|Yes
Paris Prime|String|Lith|S3|Common|Yes
Paris Prime|String|Neo|N3|Common|Yes
Paris Prime|String|Neo|Z4|Common|Yes
Paris Prime|String|Neo|V5|Common|Yes
Paris Prime|String|Neo|M1|Common|Yes
Paris Prime|String|Meso|M3|Common|Yes
Paris Prime|String|Neo|V3|Common|Yes
Paris Prime|String|Lith|S1|Common|Yes
Paris Prime|String|Neo|N8|Common|Yes
Paris Prime|String|Meso|M2|Common|Yes
Paris Prime|String|Meso|S2|Common|Yes
Paris Prime|String|Axi|O2|Common|Yes
Paris Prime|String|Meso|K2|Common|Yes
Paris Prime|Upper Limb|Meso|I1|Common|No
Paris Prime|Upper Limb|Lith|V2|Uncommon|Yes
Paris Prime|Upper Limb|Neo|S12|Common|Yes
Paris Prime|Upper Limb|Axi|H4|Common|Yes
Paris Prime|Upper Limb|Lith|V1|Common|Yes
Paris Prime|Upper Limb|Lith|F2|Common|Yes
Paris Prime|Upper Limb|Lith|C2|Common|Yes
Paris Prime|Upper Limb|Lith|N2|Common|Yes
Paris Prime|Upper Limb|Neo|S2|Uncommon|Yes
Paris Prime|Upper Limb|Meso|N4|Common|Yes
Paris Prime|Upper Limb|Meso|R1|Common|Yes
Paris Prime|Upper Limb|Meso|B4|Common|Yes
Paris Prime|Upper Limb|Lith|K3|Common|Yes
Paris Prime|Upper Limb|Meso|S1|Uncommon|Yes
Paris Prime|Upper Limb|Axi|N3|Common|Yes
Paris Prime|Upper Limb|Meso|T1|Uncommon|Yes
Pyrana Prime|Barrel|Axi|A8|Common|Yes
Pyrana Prime|Barrel|Neo|A2|Common|Yes
Pyrana Prime|Barrel|Meso|E2|Common|Yes
Pyrana Prime|Barrel|Lith|L2|Common|Yes
Pyrana Prime|Barrel|Meso|N7|Common|Yes
Pyrana Prime|Barrel|Axi|C4|Common|Yes
Pyrana Prime|Barrel|Neo|V7|Common|Yes
Pyrana Prime|Blueprint|Lith|P1|Rare|Yes
Pyrana Prime|Blueprint|Axi|P2|Rare|Yes
Pyrana Prime|Blueprint|Meso|P1|Rare|Yes
Pyrana Prime|Blueprint|Axi|P1|Rare|Yes
Pyrana Prime|Blueprint|Axi|P3|Rare|Yes
Pyrana Prime|Blueprint|Lith|P2|Rare|Yes
Pyrana Prime|Receiver|Neo|Z2|Uncommon|Yes
Pyrana Prime|Receiver|Neo|C1|Uncommon|Yes
Pyrana Prime|Receiver|Axi|C3|Uncommon|Yes
Pyrana Prime|Receiver|Neo|G2|Uncommon|Yes
Pyrana Prime|Receiver|Axi|K3|Uncommon|Yes
Reaper Prime|Blade|Neo|E1|Uncommon|Yes
Reaper Prime|Blade|Meso|F2|Uncommon|Yes
Reaper Prime|Blueprint|Axi|L1|Common|Yes
Reaper Prime|Blueprint|Neo|S5|Common|Yes
Reaper Prime|Handle|Lith|G1|Common|Yes
Reaper Prime|Handle|Meso|F3|Common|Yes
Redeemer Prime|Blade|Neo|T3|Common|No
Redeemer Prime|Blade|Lith|M5|Common|No
Redeemer Prime|Blade|Neo|P1|Common|Yes
Redeemer Prime|Blade|Neo|G2|Common|Yes
Redeemer Prime|Blade|Lith|L2|Common|Yes
Redeemer Prime|Blade|Neo|S12|Common|Yes
Redeemer Prime|Blade|Neo|N10|Common|Yes
Redeemer Prime|Blade|Meso|Z2|Common|Yes
Redeemer Prime|Blueprint|Lith|D2|Uncommon|No
Redeemer Prime|Blueprint|Neo|C1|Uncommon|Yes
Redeemer Prime|Blueprint|Lith|B6|Uncommon|Yes
Redeemer Prime|Blueprint|Neo|Z4|Uncommon|Yes
Redeemer Prime|Blueprint|Axi|G2|Uncommon|Yes
Redeemer Prime|Blueprint|Meso|B4|Uncommon|Yes
Redeemer Prime|Handle|Neo|R4|Rare|No
Redeemer Prime|Handle|Neo|R3|Rare|Yes
Redeemer Prime|Handle|Axi|R3|Rare|Yes
Redeemer Prime|Handle|Axi|R2|Rare|Yes
Rhino Prime|Blueprint|Neo|R1|Rare|Yes
Rhino Prime|Blueprint|Axi|R1|Rare|Yes
Rhino Prime|Chassis Blueprint|Meso|M1|Uncommon|Yes
Rhino Prime|Chassis Blueprint|Meso|N6|Uncommon|Yes
Rhino Prime|Neuroptics Blueprint|Lith|B1|Uncommon|Yes
Rhino Prime|Neuroptics Blueprint|Lith|B4|Uncommon|Yes
Rhino Prime|Systems Blueprint|Axi|S3|Common|Yes
Rhino Prime|Systems Blueprint|Neo|B3|Common|Yes
Rubico Prime|Barrel|Lith|S8|Uncommon|Yes
Rubico Prime|Barrel|Axi|M1|Uncommon|Yes
Rubico Prime|Barrel|Neo|H2|Uncommon|Yes
Rubico Prime|Barrel|Meso|Z3|Uncommon|Yes
Rubico Prime|Barrel|Meso|Z2|Uncommon|Yes
Rubico Prime|Blueprint|Meso|R3|Rare|Yes
Rubico Prime|Blueprint|Meso|R2|Rare|Yes
Rubico Prime|Blueprint|Neo|R2|Rare|Yes
Rubico Prime|Blueprint|Meso|R1|Rare|Yes
Rubico Prime|Receiver|Lith|K2|Common|Yes
Rubico Prime|Receiver|Lith|K3|Common|Yes
Rubico Prime|Receiver|Lith|O1|Common|Yes
Rubico Prime|Receiver|Lith|A3|Common|Yes
Rubico Prime|Receiver|Axi|T5|Common|Yes
Rubico Prime|Receiver|Lith|W2|Common|Yes
Rubico Prime|Stock|Lith|M3|Uncommon|Yes
Rubico Prime|Stock|Lith|B5|Uncommon|Yes
Rubico Prime|Stock|Axi|L5|Common|Yes
Rubico Prime|Stock|Meso|E2|Uncommon|Yes
Rubico Prime|Stock|Axi|D2|Uncommon|Yes
Rubico Prime|Stock|Neo|P1|Uncommon|Yes
Rubico Prime|Stock|Axi|A9|Common|Yes
Rubico Prime|Stock|Axi|P2|Uncommon|Yes
Saryn Prime|Blueprint|Lith|S4|Rare|Yes
Saryn Prime|Blueprint|Meso|S4|Rare|Yes
Saryn Prime|Blueprint|Meso|C3|Uncommon|Yes
Saryn Prime|Blueprint|Lith|V6|Uncommon|Yes
Saryn Prime|Blueprint|Axi|N6|Uncommon|Yes
Saryn Prime|Blueprint|Neo|S1|Rare|Yes
Saryn Prime|Chassis Blueprint|Neo|S10|Rare|Yes
Saryn Prime|Chassis Blueprint|Neo|S2|Rare|Yes
Saryn Prime|Chassis Blueprint|Meso|S2|Rare|Yes
Saryn Prime|Chassis Blueprint|Neo|S13|Rare|Yes
Saryn Prime|Neuroptics Blueprint|Lith|A1|Uncommon|Yes
Saryn Prime|Neuroptics Blueprint|Axi|V9|Common|Yes
Saryn Prime|Neuroptics Blueprint|Meso|S5|Uncommon|Yes
Saryn Prime|Neuroptics Blueprint|Meso|S9|Uncommon|Yes
Saryn Prime|Neuroptics Blueprint|Neo|V4|Uncommon|Yes
Saryn Prime|Neuroptics Blueprint|Lith|C5|Common|Yes
Saryn Prime|Systems Blueprint|Meso|N4|Common|Yes
Saryn Prime|Systems Blueprint|Neo|N5|Common|Yes
Saryn Prime|Systems Blueprint|Meso|F1|Common|Yes
Saryn Prime|Systems Blueprint|Lith|H1|Common|Yes
Saryn Prime|Systems Blueprint|Meso|C1|Common|Yes
Saryn Prime|Systems Blueprint|Neo|S10|Common|Yes
Saryn Prime|Systems Blueprint|Axi|T1|Common|Yes
Saryn Prime|Systems Blueprint|Neo|S13|Common|Yes
Saryn Prime|Systems Blueprint|Axi|S5|Common|Yes
Saryn Prime|Systems Blueprint|Axi|G1|Common|Yes
Scindo Prime|Blade|Axi|S3|Rare|Yes
Scindo Prime|Blade|Axi|S1|Rare|Yes
Scindo Prime|Blueprint|Lith|F1|Uncommon|Yes
Scindo Prime|Blueprint|Lith|B4|Uncommon|Yes
Scindo Prime|Handle|Meso|N6|Uncommon|Yes
Scindo Prime|Handle|Meso|C1|Uncommon|Yes
Sicarus Prime|Barrel|Neo|F1|Common|Yes
Sicarus Prime|Barrel|Meso|F2|Common|Yes
Sicarus Prime|Blueprint|Axi|E1|Common|Yes
Sicarus Prime|Blueprint|Neo|F1|Common|Yes
Sicarus Prime|Receiver|Axi|S2|Rare|Yes
Sicarus Prime|Receiver|Neo|S5|Rare|Yes
Silva & Aegis Prime|Blade|Meso|M2|Uncommon|Yes
Silva & Aegis Prime|Blade|Meso|G1|Uncommon|Yes
Silva & Aegis Prime|Blade|Axi|C2|Uncommon|Yes
Silva & Aegis Prime|Blade|Axi|S6|Uncommon|Yes
Silva & Aegis Prime|Blade|Neo|L1|Uncommon|Yes
Silva & Aegis Prime|Blueprint|Meso|V5|Uncommon|Yes
Silva & Aegis Prime|Blueprint|Lith|T2|Uncommon|Yes
Silva & Aegis Prime|Blueprint|Meso|P1|Uncommon|Yes
Silva & Aegis Prime|Blueprint|Neo|G3|Uncommon|Yes
Silva & Aegis Prime|Blueprint|Lith|Z2|Uncommon|Yes
Silva & Aegis Prime|Blueprint|Axi|V7|Uncommon|Yes
Silva & Aegis Prime|Guard|Neo|S6|Rare|Yes
Silva & Aegis Prime|Guard|Lith|S9|Rare|Yes
Silva & Aegis Prime|Guard|Neo|S7|Rare|Yes
Silva & Aegis Prime|Guard|Neo|S9|Rare|Yes
Silva & Aegis Prime|Hilt|Neo|V5|Common|Yes
Silva & Aegis Prime|Hilt|Neo|K1|Common|Yes
Silva & Aegis Prime|Hilt|Lith|C3|Common|Yes
Silva & Aegis Prime|Hilt|Meso|O4|Common|Yes
Silva & Aegis Prime|Hilt|Meso|B2|Common|Yes
Silva & Aegis Prime|Hilt|Lith|M3|Common|Yes
Soma Prime|Barrel|Meso|D5|Common|No
Soma Prime|Barrel|Neo|S3|Common|Yes
Soma Prime|Barrel|Lith|M2|Common|Yes
Soma Prime|Blueprint|Neo|N12|Common|No
Soma Prime|Blueprint|Lith|M1|Uncommon|Yes
Soma Prime|Blueprint|Neo|S1|Common|Yes
Soma Prime|Blueprint|Meso|B3|Common|Yes
Soma Prime|Receiver|Lith|K4|Uncommon|No
Soma Prime|Receiver|Neo|N9|Uncommon|Yes
Soma Prime|Receiver|Neo|N1|Uncommon|Yes
Soma Prime|Receiver|Lith|S3|Uncommon|Yes
Soma Prime|Stock|Axi|S7|Rare|No
Soma Prime|Stock|Axi|S4|Rare|Yes
Soma Prime|Stock|Lith|S2|Rare|Yes
